name;manufacturer;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g;energy_percentage_dv;protein_percentage_dv;carbohydrate_percentage_dv;fat_percentage_dv;sodium_percentage_dv;Lemak jenuh;Natrium;Protein;Karbohidrat total;Energi;Lemak total;Serat pangan;Column1;Column2;Column3;Column4
Nutri boost orange;Tidak Diketahui;2 g;170.0;2.0;37.0;1.5;0.0;180.0;0.0;7.91;3.33;11.38;2.24;12.0;0.0;12.0;0.0;12.0;8.0;0.0;0.0;;;;
Ketan putih; tapai;Tidak Diketahui;0.10 g;172.0;3.0;37.5;0.5;0.0;1.0;0.6;8.0;5.0;11.54;0.75;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Rempeyek kacang tanah;Tidak Diketahui;1.80 g;513.0;17.5;44.3;32.5;0.0;0.0;1.7;23.86;29.17;13.63;48.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kacang merah / banda;Tidak Diketahui;3.20 g;350.0;13.9;66.9;3.0;0.0;19.0;26.3;16.28;23.17;20.58;4.48;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kacang gude; biji segar;Tidak Diketahui;2.30 g;114.0;7.0;20.8;0.6;0.0;4.0;4.4;5.3;11.67;6.4;0.9;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Mr. Bread Roti tawar choco chips;PT. Mr. Bread Company;2 g;227.0;7.0;38.5;5.0;8.0;286.0;2.0;10.56;11.67;11.85;7.46;19.07;0.0;20.0;12.0;12.0;0.0;0.0;0.0;;;;
Royco kaldu sapi;PT. Unilever Indonesia;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Frisian Flag kental manis kemasan ekonomis 560 gram;PT. Frisian Flag Indonesia;1 g;140.0;1.0;23.0;40.0;19.0;25.0;0.0;6.51;1.67;7.08;59.7;1.67;8.0;0.0;0.0;8.0;0.0;60.0;0.0;;;;
Starbucks iced caffe latte (notfat milk);Tidak Diketahui;8 g;90.0;8.0;13.0;0.0;0.0;0.0;0.0;4.19;13.33;4.0;0.0;0.0;0.0;0.0;14.0;4.0;5.0;0.0;0.0;;;;
Starbucks hot caffe latte (notfat milk);Tidak Diketahui;13 g;130.0;13.0;20.0;0.0;0.0;0.0;0.0;6.05;21.67;6.15;0.0;0.0;0.0;0.0;22.0;7.0;7.0;0.0;0.0;;;;
Tempe kedelai murni goreng;Tidak Diketahui;1.80 g;350.0;24.5;10.4;26.6;0.0;22.0;4.2;16.28;40.83;3.2;39.7;1.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Chitato keripik kentang rasa original;PT. Indofood CBP Sukses Makmur Tbk.;1 g;100.0;1.0;12.0;5.0;0.0;60.0;0.0;4.65;1.67;3.69;7.46;4.0;0.0;4.0;0.0;0.0;5.0;8.0;0.0;;;;
Whiskey;Tidak Diketahui;0 g;250.0;0.0;0.1;0.0;0.0;0.0;0.0;11.63;0.0;0.03;0.0;0.0;0.0;0.0;0.0;1.0;12.0;0.0;0.0;;;;
Beras ketan hitam tumbuk; mentah;Tidak Diketahui;1.50 g;360.0;8.0;74.5;2.3;0.0;11.0;1.0;16.74;13.33;22.92;3.43;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Khong Guan Malkist abon;PT. KHONG GUAN;2 g;80.0;2.0;13.0;3.0;3.0;0.0;0.0;3.72;3.33;4.0;4.48;0.0;0.0;0.0;0.0;4.0;4.0;5.0;0.0;;;;
Oreo;PT.Kraft foods;1 g;140.0;1.0;21.0;6.0;11.0;0.0;1.0;6.51;1.67;6.46;8.96;0.0;0.0;0.0;0.0;7.0;7.0;9.0;0.0;;;;
kurma;Tidak Diketahui;20.53 g;282.0;2.45;75.03;0.39;0.0;2.0;7.99;13.12;4.08;23.09;0.58;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Nopia spesial;Tidak Diketahui;1.30 g;387.0;5.3;74.3;7.6;0.0;0.0;0.3;18.0;8.83;22.86;11.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Cheesecake Factory Oreo dream extreme cheesecake;Tidak Diketahui;7 g;1620.0;17.0;178.0;99.0;134.0;0.0;7.0;75.35;28.33;54.77;147.76;0.0;0.0;0.0;0.0;55.0;76.0;148.0;0.0;;;;
Sedaap Tasty bakmi ayam geprek matah;PT. Karunia Alam Segar;6 g;190.0;14.0;81.0;21.0;2.0;870.0;6.0;8.84;23.33;24.92;31.34;58.0;45.0;58.0;0.0;0.0;0.0;32.0;0.0;;;;
Sate bandeng;Tidak Diketahui;3.10 g;283.0;12.1;20.9;16.8;0.0;543.0;2.0;13.16;20.17;6.43;25.07;36.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Daun kemang; segar;Tidak Diketahui;1.70 g;43.0;5.5;7.5;0.3;0.0;10.0;8.4;2.0;9.17;2.31;0.45;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Saus sambal ABC;PT. ABC Heinz Indonesia;0 g;28.0;0.0;6.0;0.0;5.0;0.0;0.0;1.3;0.0;1.85;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;;;;
Coklat Hershey's kisses milk chocolate;Tidak Diketahui;0.10 g;22.0;0.3;2.8;1.3;2.6;0.0;0.1;1.02;0.5;0.86;1.94;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;;;;
Ikan Tempahas; segar;Tidak Diketahui;0.90 g;101.0;15.1;1.0;4.1;0.0;50.0;0.0;4.7;25.17;0.31;6.12;3.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sapi; daging; kornet;Tidak Diketahui;6 g;289.0;16.0;0.0;25.0;0.0;794.0;0.0;13.44;26.67;0.0;37.31;52.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Chitato fresh potato;PT. Indofood CBP Sukses Makmur Tbk.;1 g;110.0;1.0;12.0;6.0;0.0;0.0;0.0;5.12;1.67;3.69;8.96;0.0;0.0;0.0;0.0;4.0;6.0;9.0;0.0;;;;
Oncom ampas kacang hijau;Tidak Diketahui;1.70 g;376.0;14.9;65.7;6.0;0.0;0.0;12.3;17.49;24.83;20.22;8.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
good day mocacino;PT. Santos jaya abadi;1 g;90.0;1.0;16.0;2.0;13.0;10.0;1.0;4.19;1.67;4.92;2.99;0.67;10.0;0.0;0.0;5.0;5.0;0.0;0.0;;;;
Lamtoro var. lokal dengan kulit;Tidak Diketahui;1.80 g;336.0;23.8;59.7;1.2;0.0;134.0;15.4;15.63;39.67;18.37;1.79;8.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Teh botol sosro original;PT.Sinar Sosro;0 g;140.0;0.0;34.0;0.0;32.0;0.0;0.0;6.51;0.0;10.46;0.0;0.0;0.0;0.0;0.0;11.0;7.0;0.0;0.0;;;;
Daun leilem; segar;Tidak Diketahui;1.80 g;76.0;2.8;15.8;0.2;0.0;6.0;3.1;3.53;4.67;4.86;0.3;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Mcdonald Mc double;PT.Rekso Nasional Food;2 g;380.0;23.0;34.0;18.0;7.0;0.0;2.0;17.67;38.33;10.46;26.87;0.0;0.0;0.0;39.0;0.0;18.0;27.0;0.0;;;;
Keripik tempe abadi telur;Tidak Diketahui;2.90 g;529.0;20.8;40.2;31.7;0.0;0.0;3.0;24.6;34.67;12.37;47.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Angsa;daging;segar;Tidak Diketahui;1 g;349.0;16.4;0.0;31.5;0.0;71.0;0.0;16.23;27.33;0.0;47.01;4.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Keripik tempe abadi sedang;Tidak Diketahui;3.10 g;510.0;12.3;52.4;27.9;0.0;0.0;3.6;23.72;20.5;16.12;41.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Goodday Funtastic mocacinno;Tidak Diketahui;8 g;140.0;3.0;26.0;2.5;18.0;75.0;8.0;6.51;5.0;8.0;3.73;5.0;0.0;0.0;0.0;8.0;7.0;0.0;27.0;;;;
lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau;Tidak Diketahui;8 g;160.0;8.0;25.0;3.0;0.0;135.0;0.0;7.44;13.33;7.69;4.48;9.0;0.0;9.0;14.0;8.0;0.0;0.0;0.0;;;;
Wortel kukus;Tidak Diketahui;0.60 g;37.0;1.0;8.3;0.6;0.0;43.0;1.1;1.72;1.67;2.55;0.9;2.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Mie bendo;Tidak Diketahui;0.20 g;353.0;0.3;88.0;0.0;0.0;9.0;2.4;16.42;0.5;27.08;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Cheesecake Factory oreo milkshake;Tidak Diketahui;3 g;1680.0;27.0;183.0;94.0;131.0;0.0;3.0;78.14;45.0;56.31;140.3;0.0;0.0;0.0;0.0;57.0;79.0;141.0;0.0;;;;
Roma Marie Gold;PT. Mayora Indah Tbk.;2 g;90.0;2.0;15.0;3.0;4.0;0.0;0.0;4.19;3.33;4.62;4.48;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;;;;
Supermi Extra Mie Goreng rasa Ayam pangsit;PT. INDOFOOD CBP SUKSES MAKMUR;10 g;510.0;10.0;70.0;21.0;0.0;1130.0;0.0;23.72;16.67;21.54;31.34;75.33;0.0;76.0;0.0;0.0;24.0;32.0;0.0;;;;
Buah mentega (Bisbul); segar;Tidak Diketahui;0.40 g;39.0;0.7;9.7;0.2;0.0;1.0;2.0;1.81;1.17;2.98;0.3;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Karedok;sayur;Tidak Diketahui;1.40 g;92.0;2.2;14.1;3.3;0.0;0.0;1.4;4.28;3.67;4.34;4.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Mie sedap instan goreng kriuk;PT. Prakarsa Alam Segar;8 g;160.0;9.0;57.0;18.0;6.0;1170.0;8.0;19.53;15.0;17.54;26.87;78.0;40.0;78.0;0.0;0.0;0.0;0.0;0.0;;;;
Ice Cone;Tidak Diketahui;0 g;190.0;5.0;32.0;4.5;24.0;0.0;0.0;8.84;8.33;9.85;6.72;0.0;0.0;0.0;9.0;10.0;9.0;0.0;0.0;;;;
Ikan Balong; segar;Tidak Diketahui;1.50 g;107.0;16.5;1.5;3.9;0.0;86.0;0.0;4.98;27.5;0.46;5.82;5.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
TOPOKI Mujigae;Tidak Diketahui;11 g;410.0;11.0;78.0;7.0;0.0;1390.0;0.0;19.07;18.33;24.0;10.45;92.67;0.0;93.0;0.0;24.0;20.0;0.0;0.0;;;;
ABC EXO milk coffe;PT. ABC president indonesia;2 g;160.0;8.0;24.0;24.0;22.0;0.0;2.0;7.44;13.33;7.38;35.82;0.0;0.0;0.0;14.0;0.0;8.0;36.0;0.0;;;;
Kalio jeroan; masakan;Tidak Diketahui;1.50 g;163.0;16.5;4.1;9.0;0.0;570.0;0.0;7.58;27.5;1.26;13.43;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Starbucks butter croissant;Tidak Diketahui;1 g;260.0;5.0;27.0;15.0;5.0;0.0;1.0;12.09;8.33;8.31;22.39;0.0;0.0;0.0;9.0;0.0;13.0;23.0;0.0;;;;
Daun mengkudu; segar;Tidak Diketahui;2 g;65.0;4.0;11.4;1.7;0.0;0.0;3.9;3.02;6.67;3.51;2.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sagu sinole;Tidak Diketahui;0.10 g;354.0;0.8;68.9;8.3;0.0;30.0;0.0;16.47;1.33;21.2;12.39;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Nasi rames;Tidak Diketahui;0.60 g;155.0;10.3;19.1;4.2;0.0;265.0;0.0;7.21;17.17;5.88;6.27;17.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
MAESTRO MAYONAISE;Tidak Diketahui;0 g;90.0;0.0;2.0;9.0;0.0;210.0;0.0;4.19;0.0;0.62;13.43;14.0;0.0;14.0;0.0;0.0;5.0;14.0;0.0;;;;
Susu Ultra Milk Low Fat;"PT. Ultrajaya Milk Industry, Tbk";7 g;90.0;7.0;11.0;2.5;0.0;105.0;0.0;4.19;11.67;3.38;3.73;7.0;8.0;7.0;12.0;0.0;0.0;0.0;0.0;;;;
Ikan Baronang; segar;Tidak Diketahui;1.20 g;78.0;14.5;3.7;0.6;0.0;26.0;0.0;3.63;24.17;1.14;0.9;1.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
ROYCO BUMBU AYAM SAUS TELUR ASIN;Tidak Diketahui;1 g;30.0;1.0;2.0;1.5;0.0;50.0;0.0;1.4;1.67;0.62;2.24;3.33;0.0;4.0;2.0;0.0;0.0;3.0;0.0;;;;
Keju parmesan;Tidak Diketahui;28.42 g;420.0;28.42;13.91;27.84;0.0;0.0;0.0;19.53;47.37;4.28;41.55;0.0;0.0;0.0;48.0;0.0;20.0;42.0;0.0;;;;
Beras cerdas;Tidak Diketahui;2.60 g;350.0;2.7;82.3;1.1;0.0;358.0;6.2;16.28;4.5;25.32;1.64;23.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Indomie Goreng Rasa Rendang;PT. Indofood CBP Sukses Makmur Tbk.;3 g;150.0;9.0;59.0;16.0;9.0;1060.0;3.0;19.53;15.0;18.15;23.88;70.67;40.0;71.0;0.0;0.0;0.0;24.0;0.0;;;;
Biokul plain yogurt;PT. Sukanda djaya;5 g;90.0;5.0;15.0;0.5;7.0;0.0;0.0;4.19;8.33;4.62;0.75;0.0;0.0;0.0;9.0;5.0;5.0;0.0;0.0;;;;
Mr. Bread Roti tawar kupas;PT. Mr. Bread Company;1.50 g;119.0;4.5;21.5;2.0;1.0;209.0;1.5;5.53;7.5;6.62;2.99;13.93;0.0;14.0;8.0;7.0;0.0;0.0;0.0;;;;
Jukku pallu kaloa; masakan;Tidak Diketahui;2.30 g;15.0;15.2;8.8;4.3;0.0;605.0;0.0;0.7;25.33;2.71;6.42;40.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Mcdonald Mcnugget;Tidak Diketahui;1 g;270.0;15.0;16.0;16.0;0.0;0.0;1.0;12.56;25.0;4.92;23.88;0.0;0.0;0.0;25.0;0.0;13.0;24.0;0.0;;;;
Ayam; dideh/darah; segar;Tidak Diketahui;1.60 g;75.0;13.8;0.7;1.9;0.0;337.0;0.0;3.49;23.0;0.22;2.84;22.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Teh Kotak Rasa Lemon;"PT. ULTRA JAYA MILK INDUSTRY&TRADING CO.,TBK";0 g;100.0;0.0;23.0;0.0;20.0;25.0;0.0;4.65;0.0;7.08;0.0;1.67;0.0;2.0;0.0;8.0;5.0;0.0;0.0;;;;
Jambu air; segar;Tidak Diketahui;0.80 g;46.0;0.6;11.8;0.2;0.0;11.0;2.1;2.14;1.0;3.63;0.3;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
SUN Bubur Bayi;PT. Indofood CBP Sukses Makmur Tbk.;4 g;160.0;4.0;31.0;2.5;0.0;100.0;0.0;7.44;6.67;9.54;3.73;6.67;0.0;7.0;0.0;10.0;8.0;0.0;0.0;;;;
Eceng; segar;Tidak Diketahui;2 g;19.0;1.0;3.8;0.2;0.0;45.0;1.8;0.88;1.67;1.17;0.3;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Jagung muda;rebus;Tidak Diketahui;0.80 g;142.0;5.0;30.3;0.7;0.0;5.0;0.8;6.6;8.33;9.32;1.04;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Getuk pisang;Tidak Diketahui;0.70 g;144.0;1.1;34.1;0.4;0.0;0.0;0.4;6.7;1.83;10.49;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Lupis ketan;Tidak Diketahui;0.60 g;164.0;1.8;34.5;2.1;0.0;0.0;0.7;7.63;3.0;10.62;3.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Jambu monyet; segar;Tidak Diketahui;0.30 g;64.0;0.7;15.8;0.6;0.0;12.0;1.2;2.98;1.17;4.86;0.9;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kacang goyang;Tidak Diketahui;1.50 g;516.0;14.7;44.4;31.1;0.0;2.0;0.0;24.0;24.5;13.66;46.42;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Mie Sedaap Cup Mi Kuah Soto;PT.Wings food;7 g;370.0;8.0;48.0;16.0;2.0;1070.0;7.0;17.21;13.33;14.77;23.88;71.33;0.0;72.0;0.0;0.0;18.0;24.0;0.0;;;;
Nutricake Brownies Coklat;Tidak Diketahui;2 g;160.0;2.0;33.0;2.5;0.0;90.0;0.0;7.44;3.33;10.15;3.73;6.0;0.0;6.0;0.0;11.0;8.0;0.0;0.0;;;;
Starbucks caffe americano;Tidak Diketahui;1 g;15.0;1.0;3.0;0.0;0.0;0.0;0.0;0.7;1.67;0.92;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;;;;
vanhouten cocoa powder;PT. Perusahaan Industri Ceres;6 g;120.0;6.0;15.0;4.0;0.0;0.0;0.0;5.58;10.0;4.62;5.97;0.0;0.0;0.0;10.0;0.0;6.0;6.0;0.0;;;;
Bawang bombay; segar;Tidak Diketahui;0.60 g;43.0;1.4;10.3;0.2;0.0;12.0;2.0;2.0;2.33;3.17;0.3;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Tepung Arrowroot;Tidak Diketahui;0.30 g;355.0;0.7;85.2;0.2;0.0;2.0;0.4;16.51;1.17;26.22;0.3;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Honey Stars;PT. Nestle Indonesia;1 g;110.0;1.0;25.0;0.5;8.0;0.0;1.0;5.12;1.67;7.69;0.75;0.0;0.0;0.0;0.0;8.0;6.0;0.0;4.0;;;;
Kelawi; kluwih; segar;Tidak Diketahui;1 g;118.0;1.5;27.2;0.3;0.0;2.0;5.0;5.49;2.5;8.37;0.45;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Bagea kw 1;Tidak Diketahui;0.60 g;416.0;6.5;76.3;9.4;0.0;0.0;0.4;19.35;10.83;23.48;14.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tepung Mocaf;Tidak Diketahui;1.30 g;350.0;1.2;85.0;0.6;0.0;8.0;6.0;16.28;2.0;26.15;0.9;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Indomie mi rendang;PT. Indofood CBP Sukses Makmur Tbk.;3 g;420.0;9.0;59.0;16.0;9.0;0.0;3.0;19.53;15.0;18.15;23.88;0.0;0.0;0.0;0.0;19.0;20.0;24.0;0.0;;;;
Mangga harumanis; segar;Tidak Diketahui;0.80 g;46.0;0.4;11.9;0.2;0.0;2.0;1.7;2.14;0.67;3.66;0.3;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kaholeo; masakan;Tidak Diketahui;10.50 g;413.0;28.7;29.8;19.8;0.0;0.0;0.0;19.21;47.83;9.17;29.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Origo coffe es kopi susu;Tidak Diketahui;6.23 g;191.0;6.23;25.88;7.22;20.51;0.0;0.0;8.88;10.38;7.96;10.78;0.0;0.0;0.0;11.0;0.0;9.0;11.0;0.0;;;;
Daun pare; segar;Tidak Diketahui;1.60 g;49.0;2.7;8.4;1.0;0.0;7.0;3.0;2.28;4.5;2.58;1.49;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Mie Sedaap instan white curry;PT. Prakarsa Alam Segar;2 g;360.0;8.0;50.0;14.0;3.0;840.0;2.0;16.74;13.33;15.38;20.9;56.0;0.0;56.0;0.0;0.0;17.0;21.0;0.0;;;;
Bantal;Tidak Diketahui;0.60 g;190.0;3.3;43.5;0.3;0.0;164.0;3.4;8.84;5.5;13.38;0.45;10.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Sarimi Gelas Rasa Soto Ayam;PT. Indofood CBP Sukses Makmur Tbk;2 g;60.0;3.0;16.0;7.0;2.0;940.0;2.0;6.51;5.0;4.92;10.45;62.67;0.0;63.0;0.0;0.0;0.0;11.0;7.0;;;;
MYTEA Teh Oolong 450 ml;PT. Suntory Garuda Beverage;0 g;0.0;0.0;18.0;0.0;0.0;20.0;0.0;3.26;0.0;5.54;0.0;1.33;0.0;2.0;0.0;6.0;4.0;0.0;0.0;;;;
Kuaci Rebo green tea;PT. Gumindo Bogamanis;2 g;110.0;6.0;2.0;9.0;1.0;180.0;2.0;5.12;10.0;0.62;13.43;12.0;0.0;12.0;10.0;0.0;0.0;14.0;0.0;;;;
Nestle corn flakes;PT. Nestle Indonesia;2 g;110.0;2.0;24.0;0.5;0.0;0.0;0.0;5.12;3.33;7.38;0.75;0.0;0.0;0.0;4.0;8.0;6.0;0.0;0.0;;;;
Mi ABC cup soto ayam;PT.Wings food;4 g;280.0;7.0;34.0;13.0;2.0;0.0;4.0;13.02;11.67;10.46;19.4;0.0;0.0;0.0;0.0;0.0;14.0;20.0;14.0;;;;
Kembang tahu;Tidak Diketahui;3.20 g;380.0;48.9;23.3;13.8;0.0;55.0;0.0;17.67;81.5;7.17;20.6;3.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ikan Bandeng; segar;Tidak Diketahui;1.20 g;123.0;20.0;0.0;4.8;0.0;67.0;0.0;5.72;33.33;0.0;7.16;4.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kacang sukro;Tidak Diketahui;2.70 g;484.0;8.8;57.7;26.1;0.0;0.0;1.8;22.51;14.67;17.75;38.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Susu dancow rasa coklat;PT.Nestle Indonesia;5 g;160.0;5.0;23.0;6.0;0.0;100.0;0.0;7.44;8.33;7.08;8.96;6.67;0.0;0.0;9.0;0.0;8.0;9.0;0.0;;;;
Arrowroot; segar;Tidak Diketahui;1.20 g;102.0;1.0;24.1;0.2;0.0;36.0;1.7;4.74;1.67;7.42;0.3;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Starbucks cappuccino (wholemilk);Tidak Diketahui;7 g;140.0;7.0;12.0;7.0;0.0;0.0;0.0;6.51;11.67;3.69;10.45;0.0;0.0;0.0;12.0;0.0;7.0;11.0;0.0;;;;
kopi seduh;Tidak Diketahui;0.74 g;5.0;0.74;0.42;0.0;0.0;0.0;0.0;0.23;1.23;0.13;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;;;;
Cornetto Silverqueen;Tidak Diketahui;2 g;110.0;3.0;28.0;12.0;18.0;50.0;2.0;10.7;5.0;8.62;17.91;3.33;40.0;0.0;0.0;0.0;11.0;18.0;0.0;;;;
Mie Lemonilo kari ayam;PT. Lemonilo Indonesia Sehat;2 g;270.0;8.0;48.0;5.0;1.0;1036.0;2.0;12.56;13.33;14.77;7.46;69.07;0.0;70.0;14.0;15.0;0.0;0.0;0.0;;;;
Bamboe Bumbu Rawon;Tidak Diketahui;1 g;15.0;1.0;2.0;1.5;1.0;1020.0;1.0;1.16;1.67;0.62;2.24;68.0;3.0;68.0;0.0;0.0;0.0;0.0;4.0;;;;
Kacang mete/biji jambu monyet goreng;Tidak Diketahui;2.50 g;629.0;20.4;19.8;56.3;0.0;13.0;1.1;29.26;34.0;6.09;84.03;0.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Daun ndusuk; segar;Tidak Diketahui;3 g;166.0;1.7;38.8;0.5;0.0;40.0;10.7;7.72;2.83;11.94;0.75;2.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kotiu hinela tawang nggole;Tidak Diketahui;1.90 g;46.0;2.2;6.0;1.5;0.0;316.0;3.8;2.14;3.67;1.85;2.24;21.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Fruit Tea yuzu;PT.Sinar Sosro;0 g;220.0;0.0;54.0;0.0;50.0;0.0;0.0;10.23;0.0;16.62;0.0;0.0;0.0;0.0;0.0;17.0;11.0;0.0;0.0;;;;
yuzu tea;Tidak Diketahui;0 g;140.0;0.0;34.0;0.0;0.0;20.0;0.0;6.51;0.0;10.46;0.0;1.33;0.0;2.0;0.0;11.0;7.0;0.0;0.0;;;;
Keju Snow Brand Cheddar;PT. Megmilk Snow Brand Indonesia;5 g;100.0;5.0;2.0;8.0;0.0;360.0;0.0;4.65;8.33;0.62;11.94;24.0;0.0;24.0;9.0;0.0;0.0;12.0;0.0;;;;
Sonice Chicken nugget;PT. So Good Food Manufacturing;16 g;250.0;16.0;14.0;14.0;0.0;0.0;0.0;11.63;26.67;4.31;20.9;0.0;0.0;0.0;27.0;0.0;12.0;21.0;0.0;;;;
KFC extra crispy paha bawah;PT. Fast food indonesia;10 g;170.0;10.0;5.0;12.0;0.0;0.0;0.0;7.91;16.67;1.54;17.91;0.0;0.0;0.0;17.0;0.0;8.0;18.0;0.0;;;;
Tony roma's onion loaf (full; with bbq sauce);Tidak Diketahui;23 g;1200.0;23.0;205.0;23.0;12.0;0.0;0.0;55.81;38.33;63.08;34.33;0.0;0.0;0.0;39.0;64.0;56.0;0.0;0.0;;;
SUPERIOR Bihun Jagung urai;PT. Tiga Pilar Sejahtera;6 g;250.0;0.0;61.0;0.0;0.0;30.0;6.0;11.63;0.0;18.77;0.0;2.0;0.0;0.0;0.0;19.0;12.0;0.0;20.0;;;;
Roti warna sawo matang;Tidak Diketahui;0.90 g;249.0;7.9;49.7;1.5;0.0;500.0;0.0;11.58;13.17;15.29;2.24;33.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tauco cap DAS; cake;Tidak Diketahui;7.60 g;358.0;7.5;70.4;4.3;0.0;0.0;3.1;16.65;12.5;21.66;6.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Paria putih kukus;Tidak Diketahui;0.60 g;16.0;0.8;3.4;0.2;0.0;4.0;1.2;0.74;1.33;1.05;0.3;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Daun jambu mente muda; segar;Tidak Diketahui;0.70 g;78.0;4.6;16.2;0.5;0.0;14.0;3.0;3.63;7.67;4.98;0.75;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Burger double whopper;Tidak Diketahui;2 g;900.0;48.0;49.0;58.0;11.0;0.0;2.0;41.86;80.0;15.08;86.57;0.0;0.0;0.0;80.0;0.0;42.0;87.0;0.0;;;;
Kacang hijau var. Bakti; kering;Tidak Diketahui;3.10 g;350.0;17.1;70.7;1.8;0.0;46.0;5.7;16.28;28.5;21.75;2.69;3.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Keripik tempe abadi murni;Tidak Diketahui;2.70 g;542.0;40.3;11.6;42.4;0.0;0.0;2.2;25.21;67.17;3.57;63.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tauco cap beruang; cake;Tidak Diketahui;8.40 g;347.0;7.4;67.6;5.2;0.0;0.0;3.2;16.14;12.33;20.8;7.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
